fecha,tmed,tmin,tmax,dir,velmedia,racha,presMin,presMax,prec,rain
2013-07-25,25.2,20.6,29.9,9.0,2.8,7.8,1006.4,1011.0,0.0,0
2013-07-26,27.6,22.0,33.1,9.0,3.3,9.2,,,0.0,0
2013-07-27,26.5,20.1,32.9,27.0,2.2,8.3,1003.8,1007.5,0.0,0
2013-07-28,27.4,21.4,33.3,36.0,3.1,9.7,1007.2,1013.2,0.0,0
2013-07-29,26.6,21.3,32.0,27.0,4.2,8.9,1012.6,1016.1,0.0,0
2013-07-30,26.6,21.7,31.5,13.0,3.3,8.6,1013.5,1015.9,0.0,0
2013-07-31,26.0,20.9,31.2,18.0,2.5,7.5,1010.0,1014.3,0.0,0
2013-08-01,25.7,20.9,30.5,13.0,2.5,8.6,1006.5,1010.8,0.1,1
2013-08-02,27.5,23.0,32.0,99.0,2.8,8.3,1007.4,1010.7,0.0,0
2013-08-03,26.8,23.0,30.6,14.0,3.3,6.7,1009.0,1011.8,0.0,0
2013-08-04,25.4,22.2,28.7,13.0,2.5,6.9,1010.3,1012.8,0.0,0
2013-08-05,27.0,23.9,30.2,13.0,3.3,7.8,,,0.0,0
2013-08-06,27.4,22.9,32.0,13.0,3.1,7.2,1004.5,1009.4,0.0,0
2013-08-07,30.6,23.5,37.6,5.0,2.5,8.9,1002.7,1005.6,0.0,0
2013-08-08,29.1,24.7,33.5,13.0,5.0,12.2,1005.3,1014.1,0.0,0
2013-08-09,26.9,23.3,30.5,9.0,2.8,8.3,1013.2,1015.6,0.0,0
2013-08-10,25.6,21.8,29.3,13.0,2.8,7.5,1011.2,1014.6,0.0,0
2013-08-11,25.4,19.8,31.0,14.0,2.5,8.3,1009.5,1012.5,0.0,0
2013-08-12,25.2,20.2,30.3,13.0,2.8,6.9,1007.2,1011.2,0.0,0
2013-08-13,25.4,20.7,30.0,14.0,2.8,7.2,1007.4,1010.0,0.0,0
2013-08-14,26.9,24.1,29.7,13.0,2.8,7.8,,,0.0,0
2013-08-15,27.0,21.8,32.3,14.0,2.8,7.8,1009.6,1012.1,0.0,0
2013-08-16,27.5,22.6,32.4,13.0,2.5,7.2,1008.9,1011.7,0.0,0
2013-08-17,26.4,21.7,31.0,13.0,2.8,7.8,1008.9,1011.1,0.0,0
2013-08-18,25.9,21.8,30.0,13.0,2.5,8.3,1007.9,1011.4,0.0,0
2013-08-19,26.8,22.9,30.6,13.0,2.5,7.5,1009.7,1012.5,0.0,0
2013-08-20,26.2,21.7,30.6,13.0,2.2,8.6,1010.8,1013.5,0.0,0
2013-08-21,26.6,22.1,31.2,13.0,3.1,7.2,1010.1,1013.8,0.0,0
2013-08-22,26.8,22.6,30.9,13.0,2.5,6.7,1006.2,1011.7,0.0,0
2013-08-23,26.6,22.5,30.7,13.0,3.1,6.9,1005.4,1008.2,0.0,0
2013-08-24,27.2,22.9,31.6,99.0,2.5,6.7,1005.3,1008.3,0.0,0
2013-08-25,27.1,22.9,31.3,18.0,3.1,6.9,1002.3,1007.8,0.0,0
2013-08-26,26.7,23.6,29.8,9.0,2.5,8.6,1001.7,1005.2,0.0,0
2013-08-27,27.0,22.1,31.9,99.0,1.9,6.4,1004.4,1007.4,0.0,0
2013-08-28,26.2,22.7,29.8,13.0,2.8,8.6,1005.7,1008.7,0.0,0
2013-08-29,26.7,23.6,29.8,13.0,3.3,9.4,1007.8,1011.9,0.0,0
2013-08-30,25.8,22.2,29.3,13.0,2.8,7.2,1010.3,1014.5,0.2,1
2013-08-31,25.4,21.7,29.2,13.0,2.5,7.5,1013.4,1015.5,0.0,0
2013-09-01,24.2,19.5,28.8,14.0,3.3,8.3,1013.7,1015.6,0.0,0
2013-09-02,25.2,22.2,28.2,13.0,2.8,9.7,1014.1,1016.4,0.0,0
2013-09-03,25.8,22.8,28.8,14.0,2.8,9.2,1013.8,1016.2,0.0,0
2013-09-04,24.2,19.5,28.8,14.0,2.8,9.2,1010.3,1015.2,0.0,0
2013-09-05,25.8,22.7,28.8,13.0,3.3,8.3,1007.1,1011.0,0.0,0
2013-09-06,24.8,19.5,30.0,18.0,3.1,8.3,1005.4,1008.5,7.1,1
2013-09-07,21.2,18.4,23.9,18.0,1.9,12.2,1007.3,1011.5,1.2,1
2013-09-08,24.5,19.5,29.5,9.0,2.8,7.8,1011.5,1015.9,0.0,0
2013-09-09,24.4,20.4,28.4,13.0,2.2,6.7,1013.6,1016.3,0.0,0
2013-09-10,24.4,20.2,28.6,14.0,2.8,7.2,1010.8,1015.6,0.0,0
2013-09-11,24.0,19.4,28.5,13.0,2.5,6.9,1008.6,1011.8,0.0,0
2013-09-12,25.4,20.7,30.2,18.0,1.9,6.7,1011.1,1013.8,0.0,0
2013-09-13,25.7,23.5,27.9,13.0,2.2,6.9,1013.0,1015.9,0.2,1
2013-09-14,24.8,21.7,27.8,13.0,2.5,7.8,1010.6,1014.7,0.0,0
2013-09-15,25.4,20.5,30.2,14.0,3.3,8.1,1006.3,1012.3,0.0,0
2013-09-16,25.4,22.3,28.4,13.0,2.8,6.9,1005.7,1008.6,0.0,0
2013-09-17,29.4,23.5,35.2,27.0,3.1,9.4,1004.5,1007.3,0.0,0
2013-09-18,25.7,20.6,30.8,27.0,2.8,9.4,1006.6,1009.1,0.0,0
2013-09-19,27.5,21.3,33.7,27.0,3.3,12.5,1005.8,1008.6,0.0,0
2013-09-20,24.4,21.2,27.7,14.0,3.1,8.6,1007.9,1013.9,0.0,0
2013-09-21,25.0,21.1,28.9,14.0,2.5,7.5,1013.3,1016.7,0.0,0
2013-09-22,23.8,20.0,27.7,13.0,2.2,8.1,1015.5,1017.4,0.0,0
2013-09-23,23.5,19.5,27.5,13.0,2.8,7.2,1012.0,1016.0,0.0,0
2013-09-24,23.6,19.0,28.2,18.0,2.2,7.2,1008.2,1012.2,0.0,0
2013-09-25,22.8,17.9,27.8,18.0,2.2,6.7,1006.5,1009.0,0.0,0
2013-09-26,23.8,18.0,29.5,99.0,2.2,6.1,1006.2,1008.8,0.0,0
2013-09-27,23.6,19.2,28.1,26.0,2.2,8.3,1005.8,1008.9,12.4,1
2013-09-28,22.5,19.4,25.6,36.0,1.1,6.4,1004.8,1007.5,0.0,0
2013-09-29,23.8,19.5,28.2,27.0,2.2,6.4,1006.2,1008.8,0.0,0
2013-09-30,26.2,20.4,31.9,14.0,1.7,6.1,1004.4,1007.9,0.0,0
2013-10-01,27.0,21.9,32.2,27.0,1.9,8.1,1004.2,1007.0,0.0,0
2013-10-02,25.4,20.8,30.0,9.0,1.9,6.4,1001.3,1005.2,0.0,0
2013-10-03,25.7,20.9,30.5,9.0,1.9,7.2,1003.5,1009.1,0.0,0
2013-10-04,25.0,21.1,29.0,99.0,1.1,5.8,1008.3,1012.6,0.0,0
2013-10-05,25.3,19.5,31.1,13.0,2.5,6.4,1012.3,1014.6,0.0,0
2013-10-06,23.2,17.5,28.9,13.0,2.2,6.1,1012.3,1015.1,0.0,0
2013-10-07,23.6,19.9,27.4,14.0,2.8,8.1,1012.6,1014.7,0.0,0
2013-10-08,22.3,18.5,26.1,13.0,3.1,9.4,1012.7,1014.9,0.0,0
2013-10-09,23.4,19.8,27.1,14.0,1.9,11.1,1010.3,1014.1,0.0,0
2013-10-10,23.0,18.3,27.6,13.0,2.2,7.8,1007.3,1011.6,0.0,0
2013-10-11,21.4,17.5,25.3,9.0,2.8,8.1,1005.4,1008.7,0.0,0
2013-10-12,22.5,16.4,28.6,5.0,2.8,7.8,1007.7,1013.6,0.0,0
2013-10-13,23.2,17.2,29.3,27.0,2.8,9.7,1011.4,1014.4,0.0,0
2013-10-14,22.4,17.2,27.7,14.0,1.9,5.8,1012.6,1015.1,0.0,0
2013-10-15,22.6,18.2,26.9,99.0,2.5,6.7,1012.9,1015.6,0.0,0
2013-10-16,24.4,18.4,30.3,14.0,1.9,6.4,1011.1,1014.7,0.0,0
2013-10-17,21.7,15.4,28.0,14.0,1.9,6.9,1009.9,1012.9,0.0,0
2013-10-18,21.6,16.5,26.8,13.0,1.9,6.1,1008.5,1011.0,0.0,0
2013-10-19,23.6,16.9,30.3,9.0,3.1,8.3,1008.9,1012.4,0.0,0
2013-10-20,23.4,17.6,29.2,14.0,1.9,6.1,1011.4,1013.8,0.0,0
2013-10-21,20.8,16.4,25.1,14.0,1.9,6.1,1008.7,1012.7,0.0,0
2013-10-22,19.0,16.3,21.7,9.0,2.2,6.7,1006.8,1010.4,13.0,1
2013-10-23,21.2,17.7,24.6,5.0,1.1,5.3,1009.7,1012.8,0.0,0
2013-10-24,23.0,18.8,27.2,14.0,1.1,5.0,1008.9,1011.7,0.0,0
2013-10-25,20.4,17.3,23.4,14.0,1.7,5.6,1006.6,1009.9,0.4,1
2013-10-26,19.1,16.0,22.2,22.0,1.4,9.7,1009.5,1017.2,2.5,1
2013-10-27,21.0,15.7,26.2,31.0,2.2,6.4,1015.3,1017.8,0.0,0
2013-10-28,21.4,16.2,26.5,31.0,1.1,8.9,1010.0,1016.1,0.0,0
2013-10-29,20.2,17.1,23.2,36.0,4.2,13.6,1009.7,1012.6,0.0,0
2013-10-30,19.2,13.5,24.8,27.0,2.8,8.3,1012.6,1017.1,0.0,0
2013-10-31,17.8,12.7,22.9,18.0,2.8,5.6,1015.6,1019.1,0.0,0
2013-11-01,17.4,11.5,23.3,14.0,1.9,4.7,1016.2,1020.2,0.0,0
2013-11-02,16.7,9.8,23.6,14.0,2.5,5.8,1012.4,1017.2,0.0,0
2013-11-03,20.8,12.9,28.6,27.0,3.9,9.4,1010.5,1013.9,0.0,0
2013-11-04,19.4,17.5,21.3,36.0,4.7,11.4,1012.7,1015.0,0.0,0
2013-11-05,21.9,19.1,24.7,31.0,3.1,14.4,1012.8,1015.6,0.0,0
2013-11-06,22.0,16.7,27.4,27.0,1.7,9.7,1012.6,1015.1,0.0,0
2013-11-07,21.5,14.8,28.2,27.0,1.7,10.0,1010.9,1014.3,0.0,0
2013-11-08,20.4,16.9,23.9,26.0,4.7,12.8,1012.1,1015.0,0.0,0
2013-11-09,20.6,15.8,25.3,31.0,3.1,10.6,1014.7,1020.4,0.0,0
2013-11-10,20.0,13.4,26.7,27.0,1.9,10.8,1016.9,1021.5,0.0,0
2013-11-11,22.0,16.5,27.4,13.0,2.5,10.0,1011.9,1017.0,0.0,0
2013-11-12,18.8,14.2,23.5,14.0,2.5,6.9,1013.5,1015.5,0.0,0
2013-11-13,17.2,12.2,22.1,13.0,1.7,6.7,1012.7,1016.2,0.0,0
2013-11-14,18.4,13.6,23.3,13.0,1.7,6.4,1015.4,1018.3,0.0,0
2013-11-15,17.6,12.4,22.8,31.0,3.6,9.7,1007.9,1017.7,0.0,0
2013-11-16,13.2,8.8,17.7,31.0,1.9,6.4,1009.4,1011.5,0.0,0
2013-11-17,12.9,8.0,17.8,36.0,2.8,8.1,1007.4,1011.2,2.8,1
2013-11-18,13.1,9.4,16.8,31.0,3.1,10.8,1004.0,1007.8,0.0,0
2013-11-19,15.0,11.6,18.5,27.0,3.9,11.9,1005.8,1010.2,0.0,0
2013-11-20,15.0,10.1,19.9,99.0,2.8,10.0,1009.4,1014.8,0.0,0
2013-11-21,12.4,7.7,17.2,27.0,2.5,12.2,1007.0,1014.8,0.0,0
2013-11-22,15.0,11.7,18.4,31.0,2.8,10.0,1004.3,1008.1,0.0,0
2013-11-23,13.7,10.1,17.3,27.0,2.2,9.2,1005.3,1008.7,0.0,0
2013-11-24,13.0,6.6,19.3,31.0,1.1,5.8,1006.7,1011.3,0.0,0
2013-11-25,13.5,7.8,19.2,14.0,1.1,5.3,1011.1,1016.6,0.0,0
2013-11-26,11.4,5.1,17.7,9.0,2.8,8.1,1014.8,1017.0,0.0,0
2013-11-27,14.4,12.3,16.4,13.0,2.8,10.6,1013.9,1016.6,1.4,1
2013-11-28,13.6,12.1,15.2,14.0,3.9,13.3,1016.0,1020.0,0.0,0
2013-11-29,12.2,7.2,17.3,13.0,1.4,6.7,1019.5,1021.9,0.0,0
2013-11-30,12.6,7.2,18.1,99.0,2.8,9.4,1007.9,1020.8,0.0,0
2013-12-01,12.8,7.0,18.5,36.0,2.5,11.1,1006.0,1013.1,0.0,0
2013-12-02,11.4,5.2,17.7,14.0,2.5,7.2,1012.8,1017.4,0.0,0
2013-12-03,12.0,7.1,17.0,13.0,2.8,9.4,1017.2,1020.5,0.0,0
2013-12-04,14.2,10.1,18.2,14.0,2.2,7.8,1020.0,1022.1,0.0,0
2013-12-05,14.7,10.3,19.1,14.0,1.7,5.8,1020.4,1023.4,0.0,0
2013-12-06,12.2,6.0,18.5,14.0,2.2,5.6,1018.4,1021.6,0.0,0
2013-12-07,12.7,7.1,18.3,14.0,1.4,5.3,1018.2,1021.3,0.0,0
2013-12-08,12.6,7.3,17.9,18.0,1.7,5.8,1020.1,1023.2,0.0,0
2013-12-09,13.2,8.8,17.7,,3.3,10.0,1022.2,1024.5,0.0,0
2013-12-10,15.5,12.6,18.4,13.0,4.4,13.3,1022.6,1025.3,0.0,0
2013-12-11,15.6,12.8,18.5,13.0,3.9,14.2,1022.2,1024.3,0.0,0
2013-12-12,14.8,9.3,20.3,18.0,1.7,5.3,1021.7,1024.6,0.0,0
2013-12-13,15.2,10.4,20.1,32.0,1.9,8.3,1019.1,1023.2,0.0,0
2013-12-14,15.9,13.8,18.0,13.0,2.2,9.7,1020.5,1027.6,0.0,0
2013-12-15,15.0,12.0,17.9,13.0,3.6,9.7,1025.0,1028.3,0.0,0
2013-12-16,14.3,11.3,17.3,14.0,1.7,7.5,1021.8,1025.5,0.0,0
2013-12-17,15.6,14.0,17.1,14.0,0.8,7.2,1021.4,1023.9,0.1,1
2013-12-18,15.6,11.7,19.6,31.0,1.7,7.5,1019.7,1023.9,0.1,1
2013-12-19,15.0,11.3,18.8,31.0,2.8,12.5,1010.3,1020.3,4.2,1
2013-12-20,12.4,8.9,15.9,36.0,2.5,18.3,1015.1,1025.0,0.0,0
2013-12-21,13.1,7.3,18.9,99.0,1.9,6.7,1024.3,1027.7,0.0,0
2013-12-22,14.2,8.6,19.8,18.0,2.2,6.4,1024.0,1027.8,0.0,0
2013-12-23,14.2,9.4,18.9,27.0,2.2,5.8,1019.5,1025.3,0.0,0
2013-12-24,11.4,6.0,16.8,23.0,1.9,12.5,1008.3,1019.5,8.8,1
2013-12-25,15.0,12.5,17.6,31.0,3.1,16.1,998.9,1009.5,19.2,1
2013-12-26,15.0,12.4,17.5,36.0,3.3,13.1,1009.4,1018.5,0.0,0
2013-12-27,15.8,11.6,20.0,31.0,1.7,9.4,1011.2,1018.3,0.0,0
2013-12-28,13.6,11.0,16.1,31.0,4.7,15.0,1010.0,1018.7,0.6,1
2013-12-29,12.8,8.0,17.5,27.0,4.4,9.7,1018.4,1025.7,0.0,0
2013-12-30,11.1,5.0,17.2,31.0,0.8,4.7,1022.0,1026.4,0.0,0
2013-12-31,12.6,5.6,19.7,31.0,2.5,8.1,1016.0,1022.0,0.0,0
2014-01-01,16.3,11.9,20.7,27.0,1.9,8.9,1013.5,1017.5,0.0,0
2014-01-02,15.0,12.8,17.3,22.0,0.3,3.6,1014.3,1017.0,0.0,0
2014-01-03,16.1,10.5,21.7,32.0,1.1,7.5,1015.6,1018.6,0.0,0
2014-01-04,18.0,13.3,22.7,36.0,2.8,15.0,,,0.0,0
2014-01-05,14.4,10.1,18.6,32.0,3.3,12.2,1016.7,1022.4,0.0,0
2014-01-06,14.8,7.8,21.8,31.0,1.7,6.1,1013.2,1016.8,0.0,0
2014-01-07,14.0,7.0,21.0,99.0,1.7,4.7,1014.3,1017.1,0.0,0
2014-01-08,14.0,9.1,19.0,36.0,1.4,4.7,1015.6,1018.9,0.0,0
2014-01-09,12.1,5.8,18.4,99.0,1.9,4.4,1011.6,1017.1,0.0,0
2014-01-10,13.2,9.3,17.0,9.0,1.7,5.8,1009.0,1012.0,1.1,1
2014-01-11,13.8,11.0,16.7,27.0,1.1,5.3,1011.1,1017.7,0.0,0
2014-01-12,15.6,10.0,21.1,31.0,1.7,5.3,1017.5,1020.7,0.0,0
2014-01-13,12.2,9.0,15.5,31.0,2.8,10.8,1016.0,1019.5,2.8,1
2014-01-14,12.8,8.5,17.0,31.0,2.8,8.9,1013.7,1019.2,0.0,0
2014-01-15,17.0,13.3,20.8,31.0,4.2,10.0,,,0.2,1
2014-01-16,13.0,10.2,15.9,31.0,1.1,6.4,1006.9,1010.0,1.0,1
2014-01-17,9.2,6.2,12.1,9.0,2.2,8.3,995.0,1007.4,17.6,1
2014-01-18,13.0,9.8,16.3,32.0,1.9,7.2,993.1,997.5,9.3,1
2014-01-19,12.0,9.8,14.2,31.0,4.4,16.9,985.7,1011.0,0.0,0
2014-01-20,11.8,9.0,14.7,32.0,3.9,13.3,1010.8,1016.1,0.0,0
2014-01-21,12.8,9.0,16.5,27.0,2.2,10.0,1012.8,1016.9,6.6,1
2014-01-22,13.8,10.0,17.5,27.0,2.5,11.1,1009.3,1012.8,1.7,1
2014-01-23,14.5,9.7,19.3,27.0,1.4,9.2,1012.1,1023.2,0.0,0
2014-01-24,13.6,8.0,19.3,26.0,3.3,11.9,1018.3,1023.5,0.0,0
2014-01-25,15.8,12.0,19.5,27.0,5.0,17.8,1016.8,1020.0,0.0,0
2014-01-26,18.5,12.3,24.7,31.0,2.5,11.9,1015.1,1021.1,0.0,0
2014-01-27,16.1,12.2,20.0,27.0,6.9,16.4,1009.7,1015.1,0.0,0
2014-01-28,13.0,9.9,16.0,31.0,3.1,12.5,1002.2,1013.2,1.5,1
2014-01-29,12.3,9.9,14.7,27.0,3.1,12.2,996.3,1003.1,0.2,1
2014-01-30,10.8,8.0,13.7,31.0,3.3,12.5,1002.5,1010.2,0.0,0
2014-01-31,13.2,10.7,15.7,31.0,2.8,8.9,1008.7,1011.4,0.0,0
2014-02-01,14.7,11.3,18.1,27.0,3.3,13.1,1008.6,1014.4,0.0,0
2014-02-02,12.6,7.7,17.5,27.0,2.5,10.8,1013.3,1016.9,0.0,0
2014-02-03,10.8,5.2,16.3,27.0,1.7,8.3,1008.4,1013.3,0.7,1
2014-02-04,12.0,6.6,17.5,27.0,1.4,5.8,1011.2,1015.8,0.0,0
2014-02-05,14.5,12.4,16.6,22.0,1.1,7.5,1009.7,1013.9,0.3,1
2014-02-06,15.6,9.8,21.5,22.0,2.8,11.7,1007.8,1013.9,0.4,1
2014-02-07,13.8,9.5,18.0,31.0,2.5,17.8,1012.5,1020.3,0.0,0
2014-02-08,11.6,7.3,15.8,36.0,1.7,8.9,1010.3,1017.1,1.9,1
2014-02-09,14.4,11.6,17.2,23.0,2.5,14.7,998.3,1012.7,1.6,1
2014-02-10,12.6,10.3,15.0,31.0,6.9,20.3,1000.6,1021.0,0.0,0
2014-02-11,10.5,6.5,14.5,31.0,1.4,8.1,1014.0,1020.8,0.8,1
2014-02-12,15.3,10.7,19.9,31.0,1.7,8.1,1013.2,1018.4,0.0,0
2014-02-13,18.0,12.6,23.3,4.0,2.5,8.9,1014.6,1018.4,0.0,0
2014-02-14,17.4,11.7,23.2,22.0,2.5,8.3,1008.3,1015.8,0.0,0
2014-02-15,15.6,10.0,21.3,31.0,1.1,8.6,1005.9,1009.5,0.5,1
2014-02-16,14.2,10.1,18.2,27.0,4.7,9.2,1008.1,1012.2,0.0,0
2014-02-17,10.8,7.8,13.8,13.0,1.4,6.1,1005.3,1010.1,0.0,0
2014-02-18,14.0,11.0,17.1,31.0,3.1,10.6,1005.4,1012.8,0.0,0
2014-02-19,14.7,10.2,19.2,27.0,3.6,11.7,1012.8,1019.3,0.0,0
2014-02-20,14.5,9.6,19.4,27.0,3.9,12.8,1015.3,1018.9,0.0,0
2014-02-21,14.6,11.9,17.2,99.0,2.8,11.4,1014.8,1018.5,0.0,0
2014-02-22,14.2,8.7,19.8,31.0,3.6,10.8,1017.9,1022.3,0.0,0
2014-02-23,12.2,5.8,18.6,13.0,3.1,8.3,1011.5,1018.9,4.4,1
2014-02-24,13.9,10.1,17.7,31.0,2.8,9.4,1010.8,1017.4,0.4,1
2014-02-25,13.2,8.4,17.9,36.0,2.8,10.3,1016.9,1019.3,0.0,0
2014-02-26,15.0,11.7,18.2,36.0,4.2,13.6,1017.9,1025.2,0.0,0
2014-02-27,15.6,11.4,19.8,31.0,3.9,10.8,1020.4,1026.0,0.0,0
2014-02-28,17.1,13.3,20.9,27.0,3.3,13.9,1015.4,1024.2,0.0,0
2014-03-01,16.2,13.4,19.0,27.0,3.1,16.7,1004.3,1015.5,0.2,1
2014-03-02,18.2,16.0,20.5,27.0,5.3,15.0,1003.0,1008.8,0.0,0
2014-03-03,15.5,12.9,18.1,27.0,4.4,15.8,1007.3,1013.2,0.0,0
2014-03-04,13.5,10.0,17.0,31.0,3.9,14.7,1012.4,1016.2,0.0,0
2014-03-05,16.6,12.8,20.3,36.0,2.8,12.2,1010.8,1014.9,0.0,0
2014-03-06,16.1,10.3,21.9,14.0,2.8,9.7,1011.8,1015.9,0.0,0
2014-03-07,14.0,10.5,17.4,14.0,3.9,10.8,1015.8,1020.2,0.1,1
2014-03-08,13.4,7.9,18.9,13.0,2.8,7.5,1015.4,1019.3,0.0,0
2014-03-09,14.1,8.2,20.0,14.0,2.8,10.6,1016.3,1019.1,0.0,0
2014-03-10,14.4,11.7,17.1,13.0,4.4,12.5,1013.2,1017.4,0.0,0
2014-03-11,12.8,7.6,18.1,9.0,2.2,7.8,1011.8,1016.1,0.0,0
2014-03-12,14.1,10.0,18.2,14.0,1.9,8.6,1015.3,1018.8,2.7,1
2014-03-13,15.3,10.9,19.7,18.0,3.1,8.6,1017.0,1020.9,0.0,0
2014-03-14,14.0,9.6,18.3,14.0,2.5,6.4,1018.9,1022.1,0.0,0
2014-03-15,15.0,9.4,20.6,9.0,2.2,6.7,1019.7,1022.5,0.0,0
2014-03-16,15.3,9.4,21.2,9.0,3.1,7.2,1016.7,1021.0,0.0,0
2014-03-17,15.6,8.8,22.5,13.0,1.9,5.0,1015.0,1018.1,0.0,0
2014-03-18,15.4,9.8,21.1,13.0,2.2,7.5,1012.7,1016.7,0.0,0
2014-03-19,15.6,12.3,19.0,14.0,2.5,9.4,1013.6,1017.4,0.0,0
2014-03-20,15.6,10.9,20.3,14.0,2.5,6.7,,,0.0,0
2014-03-21,17.8,12.8,22.8,9.0,2.8,7.2,1012.5,1016.6,0.0,0
2014-03-22,18.6,13.8,23.5,31.0,2.8,11.7,1009.5,1013.6,0.0,0
2014-03-23,16.4,11.2,21.7,27.0,4.4,12.5,1011.2,1016.3,0.0,0
2014-03-24,17.4,10.6,24.3,27.0,3.6,14.4,1013.2,1019.2,0.0,0
2014-03-25,17.4,12.6,22.1,31.0,5.6,17.2,1012.7,1020.1,0.0,0
2014-03-26,14.9,11.1,18.7,31.0,3.6,16.4,1010.4,1014.9,0.0,0
2014-03-27,14.7,9.2,20.2,18.0,2.2,8.9,1003.2,1012.2,0.0,0
2014-03-28,15.5,12.3,18.7,99.0,2.8,11.7,997.0,1003.3,4.2,1
2014-03-29,11.5,8.7,14.3,27.0,2.2,10.8,994.7,1006.1,18.8,1
2014-03-30,15.0,8.8,21.3,31.0,1.7,7.2,1006.0,1011.1,0.0,0
2014-03-31,14.6,9.8,19.5,13.0,2.2,7.5,1007.4,1011.6,0.0,0
2014-04-01,15.1,11.2,19.0,13.0,2.2,8.3,1001.1,1008.9,0.9,1
2014-04-02,15.1,12.9,17.3,22.0,1.9,8.9,996.7,1001.1,2.9,1
2014-04-03,14.6,11.1,18.0,31.0,2.2,11.7,999.0,1011.0,0.1,1
2014-04-04,16.6,12.2,20.9,31.0,1.9,10.3,1011.0,1017.1,0.0,0
2014-04-05,18.9,14.2,23.6,99.0,3.6,11.4,1012.9,1016.9,0.0,0
2014-04-06,20.8,16.1,25.4,27.0,2.2,8.9,1012.4,1014.3,0.0,0
2014-04-07,19.1,13.1,25.1,13.0,1.9,5.8,1012.5,1014.7,0.0,0
2014-04-08,20.6,13.7,27.4,14.0,2.2,5.6,1012.2,1015.3,0.0,0
2014-04-09,18.0,13.5,22.5,18.0,1.7,7.2,1014.1,1016.9,0.0,0
2014-04-10,16.8,12.0,21.7,27.0,1.7,6.4,1010.7,1015.9,0.0,0
2014-04-11,20.2,16.7,23.8,13.0,1.9,10.8,1006.0,1011.1,0.0,0
2014-04-12,22.6,16.0,29.1,31.0,1.7,8.6,1005.3,1012.8,0.0,0
2014-04-13,18.9,15.0,22.8,14.0,3.1,7.2,1011.6,1014.4,0.0,0
2014-04-14,17.8,13.9,21.6,13.0,1.9,6.1,1009.6,1012.8,0.0,0
2014-04-15,19.0,13.0,24.9,9.0,2.5,6.7,1009.1,1011.7,0.0,0
2014-04-16,18.8,14.8,22.7,13.0,2.2,6.4,1010.5,1013.2,0.0,0
2014-04-17,18.4,14.4,22.3,99.0,1.7,6.9,1010.2,1013.4,0.0,0
2014-04-18,18.5,12.8,24.2,9.0,2.8,7.2,1005.0,1011.2,0.0,0
2014-04-19,20.6,16.1,25.0,27.0,3.9,8.6,1000.3,1005.5,0.0,0
2014-04-20,17.2,14.9,19.6,14.0,1.4,7.5,1000.3,1003.9,8.7,1
2014-04-21,17.2,13.2,21.1,18.0,1.7,14.2,999.5,1005.5,16.0,1
2014-04-22,18.4,12.9,24.0,36.0,2.5,9.7,1005.5,1014.7,0.0,0
2014-04-23,19.4,14.5,24.2,22.0,2.8,8.6,1012.8,1015.8,0.0,0
2014-04-24,20.9,15.9,25.9,31.0,2.8,13.3,1010.8,1016.6,0.0,0
2014-04-25,17.8,12.6,22.9,31.0,3.3,11.4,1014.6,1018.8,0.0,0
2014-04-26,21.3,15.2,27.4,32.0,3.9,11.1,1011.2,1016.8,0.0,0
2014-04-27,23.3,17.2,29.4,31.0,3.1,11.4,1009.0,1012.6,0.0,0
2014-04-28,23.2,18.0,28.3,27.0,3.1,8.3,1008.2,1010.8,0.0,0
2014-04-29,21.0,16.1,25.8,99.0,2.2,6.7,1005.7,1009.2,0.0,0
2014-04-30,21.4,17.8,24.9,31.0,2.8,8.6,1006.0,1008.7,0.0,0
2014-05-01,19.2,15.2,23.1,14.0,3.1,7.5,1007.3,1010.7,0.0,0
2014-05-02,20.2,15.5,24.8,13.0,2.8,7.5,1005.7,1010.9,0.0,0
2014-05-03,21.2,16.6,25.7,99.0,3.1,7.5,1007.4,1010.9,0.0,0
2014-05-04,19.4,14.4,24.5,14.0,3.1,6.7,1006.2,1009.7,0.0,0
2014-05-05,18.8,13.0,24.7,18.0,3.1,9.2,1008.1,1011.0,0.0,0
2014-05-06,18.8,13.1,24.5,18.0,2.8,7.2,1009.7,1012.6,0.0,0
2014-05-07,20.2,13.7,26.8,14.0,2.8,7.5,1010.0,1013.4,0.0,0
2014-05-08,19.8,15.8,23.9,13.0,2.8,8.3,1012.0,1015.2,0.0,0
2014-05-09,20.0,16.4,23.7,14.0,1.9,7.2,1012.4,1015.6,0.0,0
2014-05-10,20.8,16.7,24.9,14.0,2.2,6.7,1011.1,1015.4,0.0,0
2014-05-11,21.8,17.8,25.7,18.0,2.2,7.5,1006.6,1011.9,0.0,0
2014-05-12,22.6,18.9,26.3,13.0,3.1,8.1,1007.9,1010.5,0.0,0
2014-05-13,19.6,16.9,22.3,13.0,2.8,7.2,1008.2,1017.3,0.0,0
2014-05-14,21.2,18.5,23.8,14.0,3.9,11.1,1016.6,1019.5,0.0,0
2014-05-15,20.6,18.0,23.2,14.0,4.2,9.7,1013.0,1018.6,0.0,0
2014-05-16,20.0,16.1,23.9,14.0,3.3,9.7,1007.0,1013.0,0.0,0
2014-05-17,18.5,14.9,22.1,18.0,2.8,9.4,1006.7,1009.1,0.0,0
2014-05-18,19.8,16.5,23.2,14.0,2.2,9.4,1005.6,1008.7,0.0,0
